trajectory_id,keyframe_count,duration_sec,start_score,end_score,score_gain
kcd2_scene1_traj_0753,10,22.149231,2.902256,7.101753,4.199497
kcd2_scene1_traj_0754,9,20.092624,3.063681,7.101753,4.038072
kcd2_scene1_traj_0755,8,19.286459,3.184337,7.101753,3.917416
kcd2_scene1_traj_0756,7,16.304926,3.173759,7.101753,3.927994
kcd2_scene1_traj_0757,7,16.173496,3.502543,7.101753,3.599209
kcd2_scene1_traj_0758,7,16.511532,2.915615,7.101753,4.186138
kcd2_scene1_traj_0759,10,22.884745,3.528285,7.101753,3.573468
kcd2_scene1_traj_0760,9,19.782258,3.146432,7.101753,3.955321
kcd2_scene1_traj_0761,9,22.088754,3.014032,7.101753,4.087721
kcd2_scene1_traj_0762,10,23.62902,3.068099,7.101753,4.033654
kcd2_scene1_traj_0763,9,21.821532,3.114912,7.101753,3.986841
kcd2_scene1_traj_0764,10,21.820258,3.130229,7.101753,3.971524
kcd2_scene1_traj_0765,9,19.776182,3.464664,7.101753,3.637088
kcd2_scene1_traj_0766,7,15.984715,4.097495,7.101753,3.004258
kcd2_scene1_traj_0767,8,17.789897,3.443468,7.101753,3.658285
kcd2_scene1_traj_0768,5,11.470266,3.967927,7.101753,3.133826
kcd2_scene1_traj_0769,8,16.723697,3.444506,7.101753,3.657247
kcd2_scene1_traj_0770,8,19.162378,3.334133,7.101753,3.76762
kcd2_scene1_traj_0771,7,15.110422,3.586919,7.101753,3.514833
kcd2_scene1_traj_0772,7,16.057724,3.613138,7.101753,3.488615
kcd2_scene1_traj_0773,9,20.718441,3.115938,7.101753,3.985815
kcd2_scene1_traj_0774,9,20.582648,3.261569,7.101753,3.840184
kcd2_scene1_traj_0775,8,18.70857,3.741081,7.101753,3.360672
kcd2_scene1_traj_0776,9,20.897677,3.577866,7.101753,3.523887
kcd2_scene1_traj_0777,9,20.778779,3.475679,7.101753,3.626074
kcd2_scene1_traj_0778,7,15.92942,3.454648,7.101753,3.647105
kcd2_scene1_traj_0779,7,16.436356,3.183681,7.101753,3.918072
kcd2_scene1_traj_0780,7,17.425981,3.194756,7.101753,3.906997
kcd2_scene1_traj_0781,10,22.756441,3.362353,7.101753,3.7394
kcd2_scene1_traj_0782,9,21.938717,3.470459,7.101753,3.631293
kcd2_scene1_traj_0783,7,15.480112,2.991005,7.101753,4.110748
kcd2_scene1_traj_0784,10,23.365063,2.965102,7.101753,4.136651
kcd2_scene1_traj_0785,10,22.892094,3.232591,7.101753,3.869162
kcd2_scene1_traj_0786,8,18.438123,3.568866,7.101753,3.532886
kcd2_scene1_traj_0787,9,20.958155,3.097606,7.101753,4.004147
kcd2_scene1_traj_0788,7,14.876191,4.111523,7.101753,2.99023
kcd2_scene1_traj_0789,8,18.045861,3.446842,7.101753,3.65491
kcd2_scene1_traj_0790,6,14.245192,4.107689,7.101753,2.994064
kcd2_scene1_traj_0791,9,21.693228,3.337024,7.101753,3.764729
kcd2_scene1_traj_0792,9,20.089498,2.969079,7.101753,4.132673
kcd2_scene1_traj_0793,7,17.358155,3.249828,7.101753,3.851925
kcd2_scene1_traj_0794,7,15.178249,3.790115,7.101753,3.311638
kcd2_scene1_traj_0795,6,14.053285,3.517508,7.101753,3.584244
kcd2_scene1_traj_0796,8,17.398733,3.739082,7.101753,3.36267
kcd2_scene1_traj_0797,9,22.080622,3.267793,7.101753,3.83396
kcd2_scene1_traj_0798,7,15.269522,3.218769,7.101753,3.882984
kcd2_scene1_traj_0799,9,19.267972,3.277363,7.101753,3.82439
kcd2_scene1_traj_0800,8,18.174165,3.288015,7.101753,3.813737
kcd2_scene1_traj_0801,10,21.515844,2.986756,7.101753,4.114997
kcd2_scene1_traj_0802,7,15.99412,3.459709,7.101753,3.642044
kcd2_scene1_traj_0803,9,20.219515,3.132018,7.101753,3.969735
kcd2_scene1_traj_0804,9,21.092094,3.089357,7.101753,4.012395
kcd2_scene1_traj_0805,7,17.358155,3.167372,7.101753,3.934381
kcd2_scene1_traj_0806,9,20.777204,2.954571,7.101753,4.147181
kcd2_scene1_traj_0807,9,20.698421,3.57895,7.101753,3.522802
kcd2_scene1_traj_0808,7,16.173496,2.665838,7.101753,4.435914
kcd2_scene1_traj_0809,8,19.039256,3.27314,7.101753,3.828612
kcd2_scene1_traj_0810,9,21.819957,3.572966,7.101753,3.528787
kcd2_scene1_traj_0811,10,22.569716,3.071338,7.101753,4.030415
kcd2_scene1_traj_0812,10,22.181678,2.902256,7.101753,4.199497
kcd2_scene1_traj_0813,10,21.823083,3.146625,7.101753,3.955128
kcd2_scene1_traj_0814,8,19.289585,3.18521,7.101753,3.916543
kcd2_scene1_traj_0815,8,20.208257,3.173759,7.101753,3.927994
kcd2_scene1_traj_0816,8,20.208257,3.246315,7.101753,3.855438
kcd2_scene1_traj_0817,10,23.233494,2.915615,7.101753,4.186138
kcd2_scene1_traj_0818,8,19.153315,4.037904,7.101753,3.063848
kcd2_scene1_traj_0819,7,16.182258,3.099758,7.101753,4.001995
kcd2_scene1_traj_0820,6,13.39857,3.531991,7.101753,3.569762
kcd2_scene1_traj_0821,10,23.500717,3.068099,7.101753,4.033654
kcd2_scene1_traj_0822,6,14.444449,3.14672,7.101753,3.955033
kcd2_scene1_traj_0823,9,19.776182,3.464664,7.101753,3.637088
kcd2_scene1_traj_0824,8,17.653285,4.097495,7.101753,3.004258
kcd2_scene1_traj_0825,9,21.351828,2.96102,7.101753,4.140732
kcd2_scene1_traj_0826,9,20.380404,3.1239,7.101753,3.977852
kcd2_scene1_traj_0827,10,22.50577,3.086889,7.101753,4.014864
kcd2_scene1_traj_0828,7,15.110422,3.586919,7.101753,3.514833
kcd2_scene1_traj_0829,7,14.978992,3.16551,7.101753,3.936243
kcd2_scene1_traj_0830,9,19.773195,3.593196,7.101753,3.508557
kcd2_scene1_traj_0831,9,21.351828,3.344771,7.101753,3.756982
kcd2_scene1_traj_0832,9,19.751461,3.49846,7.101753,3.603293
kcd2_scene1_traj_0833,10,21.89091,3.039442,7.101753,4.062311
kcd2_scene1_traj_0834,7,15.79799,3.62743,7.101753,3.474322
kcd2_scene1_traj_0835,8,17.408416,2.991005,7.101753,4.110748
kcd2_scene1_traj_0836,7,15.260459,3.108227,7.101753,3.993526
kcd2_scene1_traj_0837,8,19.295221,3.161107,7.101753,3.940645
kcd2_scene1_traj_0838,8,18.779661,2.984592,7.101753,4.117161
kcd2_scene1_traj_0839,8,18.302469,3.446842,7.101753,3.65491
kcd2_scene1_traj_0840,7,15.540589,3.103371,7.101753,3.998382
kcd2_scene1_traj_0841,9,20.451218,3.139935,7.101753,3.961818
kcd2_scene1_traj_0842,7,16.113019,3.605772,7.101753,3.49598
kcd2_scene1_traj_0843,7,15.309679,3.517508,7.101753,3.584244
kcd2_scene1_traj_0844,7,15.730163,3.739082,7.101753,3.36267
kcd2_scene1_traj_0845,5,11.402439,3.689251,7.101753,3.412501
kcd2_scene1_traj_0846,10,23.87921,3.277363,7.101753,3.82439
kcd2_scene1_traj_0847,7,15.679369,3.102059,7.101753,3.999694
kcd2_scene1_traj_0848,8,18.044148,2.962409,7.101753,4.139344
kcd2_scene1_traj_0849,7,15.99412,3.682554,7.101753,3.419199
kcd2_scene1_traj_0850,10,22.766917,3.089357,7.101753,4.012395
kcd2_scene1_traj_0851,7,15.669686,4.052876,7.101753,3.048877
kcd2_scene1_traj_0852,9,20.958155,3.20497,7.101753,3.896782
kcd2_scene1_traj_0853,10,22.754727,3.311275,7.101753,3.790478
kcd2_scene1_traj_0854,10,22.569716,3.071338,7.101753,4.030415
kcd2_scene1_traj_0855,9,21.024268,3.308894,7.101753,3.792859
kcd2_scene1_traj_0856,10,23.084002,3.063681,7.101753,4.038072
kcd2_scene1_traj_0857,8,18.978918,2.915615,7.101753,4.186138
kcd2_scene1_traj_0858,9,20.956441,3.352262,7.101753,3.749491
kcd2_scene1_traj_0859,9,19.969325,3.099758,7.101753,4.001995
kcd2_scene1_traj_0860,10,22.756441,3.180241,7.101753,3.921512
kcd2_scene1_traj_0861,9,21.220398,3.068099,7.101753,4.033654
kcd2_scene1_traj_0862,9,19.950718,3.464664,7.101753,3.637088
kcd2_scene1_traj_0863,7,15.19857,3.433102,7.101753,3.668651
kcd2_scene1_traj_0864,10,22.017801,3.464556,7.101753,3.637197
kcd2_scene1_traj_0865,7,15.79799,3.941568,7.101753,3.160185
kcd2_scene1_traj_0866,9,19.78367,3.115938,7.101753,3.985815
kcd2_scene1_traj_0867,9,21.095221,3.317915,7.101753,3.783838
kcd2_scene1_traj_0868,9,21.481921,3.123518,7.101753,3.978235
kcd2_scene1_traj_0869,10,22.555471,3.644978,7.101753,3.456775
kcd2_scene1_traj_0870,8,17.784715,3.240839,7.101753,3.860914
kcd2_scene1_traj_0871,10,22.697376,2.965102,7.101753,4.136651
kcd2_scene1_traj_0872,8,18.782787,2.984592,7.101753,4.117161
kcd2_scene1_traj_0873,9,19.036269,3.446842,7.101753,3.65491
kcd2_scene1_traj_0874,9,20.089498,2.969079,7.101753,4.132673
kcd2_scene1_traj_0875,7,15.997247,3.605772,7.101753,3.49598
kcd2_scene1_traj_0876,8,17.985384,3.277363,7.101753,3.82439
kcd2_scene1_traj_0877,9,20.579661,3.288015,7.101753,3.813737
kcd2_scene1_traj_0878,7,15.997247,3.551657,7.101753,3.550096
kcd2_scene1_traj_0879,9,21.351828,3.089357,7.101753,4.012395
kcd2_scene1_traj_0880,9,20.766729,3.536254,7.101753,3.565499
kcd2_scene1_traj_0881,9,21.027394,3.200339,7.101753,3.901414
kcd2_scene1_traj_0882,10,23.050034,3.071338,7.101753,4.030415
kcd2_scene1_traj_0883,8,19.293808,2.902256,7.101753,4.199497
kcd2_scene1_traj_0884,10,21.823083,3.146625,7.101753,3.955128
kcd2_scene1_traj_0885,9,18.847488,3.140337,7.101753,3.961416
kcd2_scene1_traj_0886,8,19.153315,4.037904,7.101753,3.063848
kcd2_scene1_traj_0887,9,21.82902,3.014032,7.101753,4.087721
kcd2_scene1_traj_0888,9,21.223524,3.068099,7.101753,4.033654
kcd2_scene1_traj_0889,9,19.950718,3.464664,7.101753,3.637088
kcd2_scene1_traj_0890,9,21.095221,2.96102,7.101753,4.140732
kcd2_scene1_traj_0891,9,21.63289,3.334133,7.101753,3.76762
kcd2_scene1_traj_0892,7,15.972526,3.613138,7.101753,3.488615
kcd2_scene1_traj_0893,9,21.635084,3.073293,7.101753,4.02846
kcd2_scene1_traj_0894,9,21.095221,3.344771,7.101753,3.756982
kcd2_scene1_traj_0895,8,19.017661,3.49846,7.101753,3.603293
kcd2_scene1_traj_0896,10,22.686901,3.528058,7.101753,3.573695
kcd2_scene1_traj_0897,9,20.956441,3.108227,7.101753,3.993526
kcd2_scene1_traj_0898,9,19.911974,3.06828,7.101753,4.033473
kcd2_scene1_traj_0899,10,22.49812,2.969079,7.101753,4.132673
kcd2_scene1_traj_0900,8,18.838425,3.288015,7.101753,3.813737
kcd2_scene1_traj_0901,8,17.304096,2.986756,7.101753,4.114997
kcd2_scene1_traj_0902,10,23.500717,3.089357,7.101753,4.012395
kcd2_scene1_traj_0903,10,22.824268,3.572966,7.101753,3.528787
kcd2_scene1_traj_0904,10,22.821142,3.071338,7.101753,4.030415
kcd2_scene1_traj_0905,10,21.761194,2.902256,7.101753,4.199497
kcd2_scene1_traj_0906,10,22.827394,3.063681,7.101753,4.038072
kcd2_scene1_traj_0907,10,23.233494,2.915615,7.101753,4.186138
kcd2_scene1_traj_0908,8,19.156441,4.037904,7.101753,3.063848
kcd2_scene1_traj_0909,8,18.969374,3.531991,7.101753,3.569762
kcd2_scene1_traj_0910,8,19.097677,3.500184,7.101753,3.601569
kcd2_scene1_traj_0911,9,19.950718,3.464664,7.101753,3.637088
kcd2_scene1_traj_0912,7,15.668111,3.433102,7.101753,3.668651
kcd2_scene1_traj_0913,10,21.63289,3.086889,7.101753,4.014864
kcd2_scene1_traj_0914,9,21.832146,3.344771,7.101753,3.756982
kcd2_scene1_traj_0915,8,19.020788,3.123518,7.101753,3.978235
kcd2_scene1_traj_0916,10,22.884745,3.928301,7.101753,3.173452
kcd2_scene1_traj_0917,10,23.753101,2.965102,7.101753,4.136651
kcd2_scene1_traj_0918,9,20.040278,3.102059,7.101753,3.999694
kcd2_scene1_traj_0919,8,18.300755,2.962409,7.101753,4.139344
kcd2_scene1_traj_0920,10,22.82568,3.089357,7.101753,4.012395
kcd2_scene1_traj_0921,10,22.695964,3.200339,7.101753,3.901414
kcd2_scene1_traj_0922,10,22.569716,3.071338,7.101753,4.030415
kcd2_scene1_traj_0923,9,20.962378,2.902256,7.101753,4.199497
kcd2_scene1_traj_0924,10,22.753315,3.180241,7.101753,3.921512
kcd2_scene1_traj_0925,10,22.555471,3.068099,7.101753,4.033654
kcd2_scene1_traj_0926,8,19.216918,3.464664,7.101753,3.637088
kcd2_scene1_traj_0927,10,21.949975,3.458037,7.101753,3.643716
kcd2_scene1_traj_0928,9,20.686231,3.123518,7.101753,3.978235
kcd2_scene1_traj_0929,10,22.509239,3.083729,7.101753,4.018023
kcd2_scene1_traj_0930,9,20.953315,3.108227,7.101753,3.993526
kcd2_scene1_traj_0931,9,20.769855,3.102059,7.101753,3.999694
kcd2_scene1_traj_0932,9,19.712718,2.988959,7.101753,4.112794
kcd2_scene1_traj_0933,10,23.304586,3.200339,7.101753,3.901414
kcd2_scene1_traj_0934,9,20.895964,2.902256,7.101753,4.199497
kcd2_scene1_traj_0935,10,23.500717,3.014032,7.101753,4.087721
kcd2_scene1_traj_0936,10,21.620701,3.747282,7.101753,3.354471
kcd2_scene1_traj_0937,9,20.953315,3.433102,7.101753,3.668651
kcd2_scene1_traj_0938,8,19.017661,3.49846,7.101753,3.603293
kcd2_scene1_traj_0939,10,23.023524,3.362353,7.101753,3.7394
kcd2_scene1_traj_0940,9,21.293065,2.965102,7.101753,4.136651
kcd2_scene1_traj_0941,9,18.911091,3.102059,7.101753,3.999694
kcd2_scene1_traj_0942,6,13.271678,3.572966,7.101753,3.528787
kcd2_scene1_traj_0943,9,21.749004,3.531991,7.101753,3.569762
kcd2_scene1_traj_0944,10,22.555471,3.068099,7.101753,4.033654
kcd2_scene1_traj_0945,7,15.924719,3.433102,7.101753,3.668651
kcd2_scene1_traj_0946,10,22.753315,3.528058,7.101753,3.573695
kcd2_scene1_traj_0947,9,21.880434,3.108227,7.101753,3.993526
kcd2_scene1_traj_0948,8,19.361635,3.180241,7.101753,3.921512
kcd2_scene1_traj_0949,9,20.650475,3.29249,7.101753,3.809262
kcd2_scene1_traj_0950,9,20.021671,3.371787,7.101753,3.729966
kcd2_scene1_traj_0951,9,20.828137,3.644978,7.101753,3.456775
kcd2_scene1_traj_0952,10,23.361937,3.108227,7.101753,3.993526
kcd2_scene1_traj_0953,10,22.822554,3.014032,7.101753,4.087721
kcd2_scene1_traj_0954,8,19.284745,3.458037,7.101753,3.643716
kcd2_scene1_traj_0955,10,22.756441,3.362353,7.101753,3.7394
kcd2_scene1_traj_0956,10,22.565946,2.965102,7.101753,4.136651
kcd2_scene1_traj_0957,8,19.284745,3.531991,7.101753,3.569762
kcd2_scene1_traj_0958,9,21.223524,3.083729,7.101753,4.018023
kcd2_scene1_traj_0959,10,22.719347,3.108227,7.101753,3.993526
kcd2_scene1_traj_0960,8,19.163791,3.180241,7.101753,3.921512
kcd2_scene1_traj_0961,9,20.778779,3.039442,7.101753,4.062311
kcd2_scene1_traj_0962,9,20.769072,2.965102,7.101753,4.136651
kcd2_scene1_traj_0963,9,20.018545,3.928301,7.101753,3.173452
kcd2_scene1_traj_0964,8,19.097677,3.108227,7.101753,3.993526
kcd2_scene1_traj_0965,9,20.021671,3.928301,7.101753,3.173452
kcd2_scene1_traj_0966,10,23.020398,2.965102,7.101753,4.136651
kcd2_scene1_traj_0967,9,21.824797,2.965102,7.101753,4.136651
kcd2_scene1_traj_0968,9,20.956441,3.108227,7.101753,3.993526
kcd2_scene1_traj_0969,9,21.821671,2.965102,7.101753,4.136651
kcd2_scene1_traj_0970,10,21.982421,3.108227,7.101753,3.993526
kcd2_scene1_traj_0971,10,22.818331,2.965102,7.101753,4.136651
kcd2_scene1_traj_0972,9,19.893367,3.108227,7.101753,3.993526
kcd2_scene1_traj_0973,9,22.077496,3.267793,7.101753,3.83396
kcd2_scene1_traj_0974,7,14.876191,3.582251,7.101753,3.519502
kcd2_scene1_traj_0975,8,18.850614,2.933532,7.101753,4.168221
kcd2_scene1_traj_0976,6,12.944761,3.766129,7.101753,3.335624
kcd2_scene1_traj_0977,10,21.949975,3.210413,7.101753,3.891339
kcd2_scene1_traj_0978,9,20.766729,3.288015,7.101753,3.813737
kcd2_scene1_traj_0979,9,21.999194,3.181125,7.101753,3.920628
kcd2_scene1_traj_0980,9,22.137974,3.502455,7.101753,3.599298
kcd2_scene1_traj_0981,6,11.962485,3.682554,7.101753,3.419199
kcd2_scene1_traj_0982,8,19.166917,3.089357,7.101753,4.012395
kcd2_scene1_traj_0983,9,21.892485,2.992438,7.101753,4.109315
kcd2_scene1_traj_0984,5,8.980953,4.450344,7.101753,2.651409
kcd2_scene1_traj_0985,9,19.819288,3.57895,7.101753,3.522802
kcd2_scene1_traj_0986,8,19.352572,3.572966,7.101753,3.528787
kcd2_scene1_traj_0987,10,22.438286,3.071338,7.101753,4.030415
kcd2_scene1_traj_0988,10,21.758068,2.902256,7.101753,4.199497
kcd2_scene1_traj_0989,9,22.079691,2.968129,7.101753,4.133624
kcd2_scene1_traj_0990,9,22.137974,3.644357,7.101753,3.457396
kcd2_scene1_traj_0991,9,20.885488,3.341438,7.101753,3.760315
kcd2_scene1_traj_0992,9,21.084745,3.528285,7.101753,3.573468
kcd2_scene1_traj_0993,9,19.712718,3.099758,7.101753,4.001995
kcd2_scene1_traj_0994,10,22.147518,3.184109,7.101753,3.917644
kcd2_scene1_traj_0995,8,19.551828,3.068099,7.101753,4.033654
kcd2_scene1_traj_0996,8,19.216918,3.464664,7.101753,3.637088
kcd2_scene1_traj_0997,6,10.899411,4.580714,7.101753,2.521039
kcd2_scene1_traj_0998,8,19.284745,3.857718,7.101753,3.244035
kcd2_scene1_traj_0999,7,14.744761,3.317653,7.101753,3.7841
kcd2_scene1_traj_1000,9,20.828137,3.333287,7.101753,3.768465
