trajectory_id,family_id,variant_index,start_score,end_score,terminal_gain,keyframe_count,real_control_point_count,interpolated_keyframe_count,duration_sec,path_xyz_length,net_xyz_distance,path_to_net_ratio,max_xyz_step,max_speed_mps,max_abs_tangential_acceleration_mps2,max_yaw_step_deg,max_pitch_step_deg,max_sampled_turn_deg,target_distance_total_increase,start_anchor_node_id,target_anchor_node_id,physical_curve_signature_1cm,pose_curve_signature_exact
scene_3_2_terminalgain_globalmax_interp_0783,family_01,783,6.541645,6.735721,0.194076,30,2,28,2.9,3.033257,3.008362,1.008275,0.194352,1.94352,2.059415,0.260142,0.014355,1.350844,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,752fb45c386476bc3612e07ccb56d5fe25bd1a51,cd5ebf40a7c581d3b06c5a8b9ca2b1674129aac1
scene_3_2_terminalgain_globalmax_interp_0784,family_01,784,6.541645,6.735721,0.194076,30,2,28,2.9,3.048991,3.008362,1.013505,0.194352,1.94352,2.061254,0.11936,0.035924,1.730725,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,7af891bb1e8f23b0219bf7f19dfb89a50c5ee63b,e0e5073023f0bc44ee7118aaea2b65d299b30441
scene_3_2_terminalgain_globalmax_interp_0785,family_01,785,6.541645,6.735721,0.194076,30,2,28,2.9,3.031295,3.008362,1.007623,0.194352,1.94352,2.05921,0.021421,0.086203,1.29582,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,3039457e4805e323d0b3d55308d55b2b5445504f,9b48145a949eb70ca5ec460e9f885d8addf2a4b4
scene_3_2_terminalgain_globalmax_interp_0786,family_01,786,6.541645,6.735721,0.194076,30,2,28,2.9,3.016902,3.008362,1.002839,0.194352,1.94352,2.057809,0.162203,0.136483,0.78882,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,45d3da87f57d279cd6d8f521b57066ea48c1d441,4ba736959d269f26fde42ad4b2873786a6349c58
scene_3_2_terminalgain_globalmax_interp_0787,family_01,787,6.541645,6.735721,0.194076,30,2,28,2.9,3.023763,3.008362,1.005119,0.194352,1.94352,2.058446,0.302985,0.15801,1.060665,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,6ef2f431cf5d14eedd288d601232be7299b9e3c2,71022925371df24b921287e91655f1cbf78f1341
scene_3_2_terminalgain_globalmax_interp_0788,family_01,788,6.541645,6.735721,0.194076,30,2,28,2.9,3.022017,3.008362,1.004539,0.194352,1.94352,2.058275,0.231985,0.107731,0.998382,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,e91fd6f99f5d77c6f0576b1cc141d6aff16c931f,c13031f3b7aad12594e56460f801bee9291d68cb
scene_3_2_terminalgain_globalmax_interp_0789,family_01,789,6.541645,6.735721,0.194076,30,2,28,2.9,3.035339,3.008362,1.008967,0.194352,1.94352,2.059613,0.091204,0.057452,1.40679,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,9406e85353929de47b30a79d2f0585d7696c8fee,8979864e8b195b9777bd7e25984db7fe8bd908ec
scene_3_2_terminalgain_globalmax_interp_0790,family_01,790,6.541645,6.735721,0.194076,30,2,28,2.9,3.01839,3.008362,1.003333,0.194352,1.94352,2.057922,0.049578,0.007172,0.855005,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,2ee95271e3d3ab0888cd0a8be8233893790d85c8,4ebe49a4989568d1299fc718866d69a7a9591803
scene_3_2_terminalgain_globalmax_interp_0791,family_01,791,6.541645,6.735721,0.194076,30,2,28,2.9,3.011001,3.008362,1.000877,0.194352,1.94352,2.057313,0.19036,0.043107,0.438056,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,c1b89655afa461eb576afb82e6f3294da3b8b49e,a24b278ec936e72edf90bb2f749f392b7baa9e14
scene_3_2_terminalgain_globalmax_interp_0792,family_01,792,6.541645,6.735721,0.194076,30,2,28,2.9,3.061129,3.008362,1.01754,0.194352,1.94352,2.062834,0.331141,0.093386,1.976544,0.0,scene_3.2|scene_3.2_y02_hull_dense_y02_17p64|2556|31,scene_3.2|scene_3.2_y01_hull_dense_y01_14p63|466|22,b987e2bef08534fcaa9520d57c43eb15c975da30,1b6f96521e0f3059cb90bfa580b59a60b701bebb
